server,command
EMS2-Node4,yum lsof
EMS2-Node4,cd /usr/sbin
EMS2-Node4,ls lsof*
EMS2-Node4,ls
EMS2-Node4,ls -al
EMS2-Node4,rpm -qa lsof
EMS2-Node4,yum install lsof
EMS2-Node4,iptable -list
EMS2-Node4,setstatus
EMS2-Node4,sestatus
EMS2-Node4,cd /nkia/apps/tomcat7/
EMS2-Node4,cd bin/
EMS2-Node4,./shutdown.sh
EMS2-Node4,netstat -tnlp |grep 8080
EMS2-Node4,netstat -tnlp
EMS2-Node4,./startup.sh
EMS2-Node4,iptable
EMS2-Node4,yum -y install iptables
EMS2-Node4,chkconfig --list
EMS2-Node4,iptable --list
EMS2-Node4,iptables --list
EMS2-Node4,iptables -I INPUT -p tcp --dport8080 -j ACCEPT
EMS2-Node4,iptables -I INPUT -p tcp --dPort8080 -j ACCEPT
EMS2-Node4,iptables -I INPUT -p tcp --dport 8080 -j ACCEPT
EMS2-Node4,iptables -I INPUT -p tcp --dport 1521 -j ACCEPT
EMS2-Node4,iptables -I INPUT -p tcp --dport 3309 -j ACCEPT
EMS2-Node4,iptables -I INPUT -p tcp --dport 8109 -j ACCEPT
EMS2-Node4,cd
EMS2-Node4,vi .bashrc
EMS2-Node4,cd /
EMS2-Node4,cd nkia/
EMS2-Node4,cd apps/
EMS2-Node4,ls
EMS2-Node4,rm tomcat8
EMS2-Node4,rm -R tomcat8
EMS2-Node4,rm -f -R tomcat8
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,cd l
EMS2-Node4,cd logs/
EMS2-Node4,ls
EMS2-Node4,tail -f catalina.out 
EMS2-Node4,ls
EMS2-Node4,ps -ef|grep httpd
EMS2-Node4,cd
EMS2-Node4,cd /nkia/apps
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,cd bin
EMS2-Node4,ls
EMS2-Node4,startup.sh
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh
EMS2-Node4,ps -ef|grep tomcat
EMS2-Node4,./startup.sh
EMS2-Node4,ps -ef|grep tomcat-
EMS2-Node4,ls
EMS2-Node4,shutdown.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,ls
EMS2-Node4,./catalina.sh start
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,shutdown.sh
EMS2-Node4,./catalina.sh stop
EMS2-Node4,./startup.sh
EMS2-Node4,ps -ef|grep tomcat
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd lib
EMS2-Node4,ll
EMS2-Node4,cd ..
EMS2-Node4,cd lib
EMS2-Node4,pwd
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd w
EMS2-Node4,cd webapps/
EMS2-Node4,ls
EMS2-Node4,cd jpetstore/
EMS2-Node4,ls
EMS2-Node4,cd WEB-INF/
EMS2-Node4,ls
EMS2-Node4,cd lib/
EMS2-Node4,ls
EMS2-Node4,cp /nkia/apps/tomcat7/lib/ojdbc14.jar .
EMS2-Node4,df
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd logs/
EMS2-Node4,ls
EMS2-Node4,rm .
EMS2-Node4,rm *
EMS2-Node4,ls
EMS2-Node4,ls -al
EMS2-Node4,rm *.log
EMS2-Node4,rm -f *.log
EMS2-Node4,
EMS2-Node4,rm -f *.txt
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ll
EMS2-Node4,cd ..
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,cd bin
EMS2-Node4,ll
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh
EMS2-Node4,ps -ef|grep to
EMS2-Node4,kill -9 85695
EMS2-Node4,ps -ef|grep tom
EMS2-Node4,./shutdown.sh
EMS2-Node4,./startup.sh
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd lib
EMS2-Node4,cd ..
EMS2-Node4,ll
EMS2-Node4,cd w
EMS2-Node4,cd webapps/
EMS2-Node4,ls
EMS2-Node4,cd jpetstore/
EMS2-Node4,ls
EMS2-Node4,cd lib
EMS2-Node4,ls
EMS2-Node4,cd WEB-INF/
EMS2-Node4,cd lib/
EMS2-Node4,ls
EMS2-Node4,rm ojdbc14.jar 
EMS2-Node4,ll
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ll
EMS2-Node4,cd bin
EMS2-Node4,ll
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,ls
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,cd /
EMS2-Node4,ls
EMS2-Node4,cd nkia/
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,cd l
EMS2-Node4,cd logs
EMS2-Node4,ls
EMS2-Node4,ls -al
EMS2-Node4,vi localhost_access_log.2016-11-21.txt 
EMS2-Node4,tail -f localhost_access_log.2016-11-21.txt
EMS2-Node4,ls
EMS2-Node4,ls -al
EMS2-Node4,tail -f localhost.2016-11-21.log
EMS2-Node4,vi localhost.2016-11-21.log
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,ls -al
EMS2-Node4,tail -f localhost_access_log.2016-11-21.txt 
EMS2-Node4,ls -al
EMS2-Node4,tail -f localhost.2016-11-21.log
EMS2-Node4,ls
EMS2-Node4,rm -f *
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,rm -f *
EMS2-Node4,ls
EMS2-Node4,cd /
EMS2-Node4,cd N
EMS2-Node4,cd Nkia
EMS2-Node4,ls
EMS2-Node4,cd nkia
EMS2-Node4,ls
EMS2-Node4,cd app
EMS2-Node4,cd apps
EMS2-Node4,ls
EMS2-Node4,cd tomcat7
EMS2-Node4,ls
EMS2-Node4,cd conf
EMS2-Node4,ls
EMS2-Node4,vi server.xml
EMS2-Node4,cd ..
EMS2-Node4,cd bin
EMS2-Node4,ls
EMS2-Node4,shutdown.sh
EMS2-Node4,./shutdown.sh
EMS2-Node4,./startup.sh
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd logs
EMS2-Node4,ls
EMS2-Node4,tail -f catalina.out 
EMS2-Node4,vi catalina.out
EMS2-Node4,ls
EMS2-Node4,ls -al
EMS2-Node4,vi catalina.log
EMS2-Node4,vi catalina.out 
EMS2-Node4,tail -f catalina.
EMS2-Node4,tail -f catalina.out
EMS2-Node4,ls
EMS2-Node4,ls -al
EMS2-Node4,tail -f catalina.ou
EMS2-Node4,tail -f catalina.out
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,rm catalina.2016-11-21.log 
EMS2-Node4,mv catalina.out catalina.2016.11.21.log
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,cd logs
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,vi catalina.out 
EMS2-Node4,vi localhost.2016-11-21.log
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ll
EMS2-Node4,cd w
EMS2-Node4,cd webapps
EMS2-Node4,ls
EMS2-Node4,cd webapps
EMS2-Node4,ls
EMS2-Node4,cd jpetstore
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,conf
EMS2-Node4,ls
EMS2-Node4,cd conf
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd log
EMS2-Node4,cd logs
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,vi catalina.out 
EMS2-Node4,tail -f catalina.out 
EMS2-Node4,tail -f localhost.2016-11-21.log
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,tail -f catalina.out 
EMS2-Node4,:q
EMS2-Node4,tail -f catalina.out 
EMS2-Node4,service networkmanager stop
EMS2-Node4,cd /etc/sysconfig/network-scripts/
EMS2-Node4,ifdown eth0
EMS2-Node4,ifconfig
EMS2-Node4,ls
EMS2-Node4,vi ./ifcfg-eth0 
EMS2-Node4,setup
EMS2-Node4,ls
EMS2-Node4,vi /etc/hosts
EMS2-Node4,ls
EMS2-Node4,vi /etc/udev/rules.d/70-persistent-net.rules 
EMS2-Node4,ifconfig
EMS2-Node4,reboot
EMS2-Node4,vi /etc/resolv.conf 
EMS2-Node4,ls
EMS2-Node4,vi /etc/hosts
EMS2-Node4,ls
EMS2-Node4,ifconfig
EMS2-Node4,exit
EMS2-Node4,reboot
EMS2-Node4,vi /etc/sysconfig/network
EMS2-Node4,reboot
EMS2-Node4,cd /nkia/
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,sl
EMS2-Node4,ls
EMS2-Node4,vi ./VAgent/NNPAgent/MAgent/conf/MasterAgent.conf
EMS2-Node4,cd VAgent/
EMS2-Node4,ls
EMS2-Node4,cd NNPAgent/
EMS2-Node4,ls
EMS2-Node4,./agentstop.sh 
EMS2-Node4,ls
EMS2-Node4,./agentstart.sh 
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd DCA/
EMS2-Node4,ls
EMS2-Node4,cd PolestarDCA_Agent/
EMS2-Node4,ls
EMS2-Node4,vi ./MAgent/conf/MasterAgent.conf
EMS2-Node4,ps -ef | grep AGENT
EMS2-Node4,ls
EMS2-Node4,cd /nkia/
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,sl
EMS2-Node4,ls
EMS2-Node4,cd VAgent/
EMS2-Node4,ls
EMS2-Node4,cd NNPAgent/
EMS2-Node4,ls
EMS2-Node4,vi MAgent/log/20161125_MAGENT.log 
EMS2-Node4,ls
EMS2-Node4,cd /nkia
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,ls
EMS2-Node4,dmd
EMS2-Node4,擬擬
EMS2-Node4,太中
EMS2-Node4,ls
EMS2-Node4,cd DCA
EMS2-Node4,ls
EMS2-Node4,cd PolestarDCA_Agent/
EMS2-Node4,ls
EMS2-Node4,ps -ef|grep java
EMS2-Node4,ps -ef|grep AGENT
EMS2-Node4,ll
EMS2-Node4,cd DCAAgent/
EMS2-Node4,ls
EMS2-Node4,cd conf/
EMS2-Node4,ls
EMS2-Node4,vi DCAAgent.conf
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,ls -al
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd /nkia
EMS2-Node4,clear
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,ls
EMS2-Node4,cd DCA
EMS2-Node4,ls
EMS2-Node4,cd PolestarDCA_Agent/
EMS2-Node4,ls
EMS2-Node4,vi MAgent/conf/MasterAgent.conf
EMS2-Node4,ps -ef | grep DCA
EMS2-Node4,clear
EMS2-Node4,ls
EMS2-Node4,ps -ef | grep DCA
EMS2-Node4,kill -9 1515 1597
EMS2-Node4,\rm */log/*
EMS2-Node4,./agentstart.sh 
EMS2-Node4,clear
EMS2-Node4,ls
EMS2-Node4,vi MAgent/conf/MasterAgent.conf
EMS2-Node4,/sbin/service iptables stop
EMS2-Node4,vi /etc/rc.pdca1
EMS2-Node4,clear
EMS2-Node4,ls
EMS2-Node4,ps -ef | grep http
EMS2-Node4,ps -ef
EMS2-Node4,clear
EMS2-Node4,ls
EMS2-Node4,vi /nkia/apps/VAgent/NNPAgent/MAgent/conf/MasterAgent.conf
EMS2-Node4,ls
EMS2-Node4,ps -ef | grep AGENT
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd /nkia/apps/
EMS2-Node4,ls
EMS2-Node4,cd VAgent/
EMS2-Node4,ls
EMS2-Node4,cd NNPAgent/
EMS2-Node4,ls
EMS2-Node4,./agentstop.sh 
EMS2-Node4,./agentstart.sh 
EMS2-Node4,ls
EMS2-Node4,vi ./MAgent/conf/MasterAgent.conf
EMS2-Node4,cd c/
EMS2-Node4,cd c:/nkia
EMS2-Node4,cd /
EMS2-Node4,cd nkia
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,cd w
EMS2-Node4,cd webapps/
EMS2-Node4,ls
EMS2-Node4,cd jpetstore/
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ll
EMS2-Node4,cd ..
EMS2-Node4,cd tomcat7/
EMS2-Node4,cd bi
EMS2-Node4,cd bin
EMS2-Node4,ls
EMS2-Node4,vi catalina.sh
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd agent/
EMS2-Node4,ls
EMS2-Node4,cd WPMAgent/
EMS2-Node4,ls
EMS2-Node4,vi WPMAgentInfo.conf 
EMS2-Node4,host
EMS2-Node4,name
EMS2-Node4,./homst
EMS2-Node4,./host
EMS2-Node4,pwd
EMS2-Node4,vi WPMAgentInfo.conf 
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,vi wpmagent.
EMS2-Node4,vi wpmagent..conf
EMS2-Node4,vi wpmagent.conf
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,bin
EMS2-Node4,cd bin/
EMS2-Node4,cd ..
EMS2-Node4,cd bin/startup.sh
EMS2-Node4,cd bin/
EMS2-Node4,ls
EMS2-Node4,./startup.sh
EMS2-Node4,ps -efps -ef|grep tomcat7
EMS2-Node4,ps -ef|grep tomcat7
EMS2-Node4,vi catalina.sh
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd conf
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd webapps/
EMS2-Node4,ls
EMS2-Node4,cd jpetstore/
EMS2-Node4,ls
EMS2-Node4,vi WEB-INF/
EMS2-Node4,cd WEB-INF/
EMS2-Node4,ls
EMS2-Node4,vi web.xml 
EMS2-Node4,vi applicationContext.xml 
EMS2-Node4,cd /nkia/
EMS2-Node4,cd apps
EMS2-Node4,ls
EMS2-Node4,cd agent/
EMS2-Node4,ls
EMS2-Node4,cd WPMAgent/
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,pwd
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,ps -ef|grep tomcat7
EMS2-Node4,df -h
EMS2-Node4,cd /nkia
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/
EMS2-Node4,ls
EMS2-Node4,cd logs
EMS2-Node4,ls -al
EMS2-Node4,du -sh ./
EMS2-Node4,df -h
EMS2-Node4,cd ..
EMS2-Node4,cd bin
EMS2-Node4,clear
EMS2-Node4,ls
EMS2-Node4,./shutdown.sh 
EMS2-Node4,ps -ef | grep tomcat
EMS2-Node4,clear
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,cd logs
EMS2-Node4,ls
EMS2-Node4,\rm *
EMS2-Node4,clear
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd bin
EMS2-Node4,clear
EMS2-Node4,ls
EMS2-Node4,./startup.sh
EMS2-Node4,ps -ef | grep tomcat
EMS2-Node4,netstat -an | grep 8080
EMS2-Node4,cd /etc/
EMS2-Node4,cd logrotate.d
EMS2-Node4,ls
EMS2-Node4,clear
EMS2-Node4,ls -al
EMS2-Node4,cat syslog 
EMS2-Node4,exit
EMS2-Node4,top
EMS2-Node4,cd /nkia
EMS2-Node4,cd apps/tomcat7/bin
EMS2-Node4,ls
EMS2-Node4,vi catalina.sh
EMS2-Node4,top
EMS2-Node4,cd ../..
EMS2-Node4,ls
EMS2-Node4,mkdir tomcat7_!
EMS2-Node4,ls
EMS2-Node4,rmdir tomcat7_!
EMS2-Node4,mkdir tomcat7_1
EMS2-Node4,mkdir tomcat7_2
EMS2-Node4,mkdir tomcat7_3
EMS2-Node4,cp -rf ./tomcat7/* ./tomcat7_1
EMS2-Node4,cp -rf ./tomcat7/* ./tomcat7_2
EMS2-Node4,cp -rf ./tomcat7/* ./tomcat7_3
EMS2-Node4,top
EMS2-Node4,cd tomcat7/logs
EMS2-Node4,ls -al
EMS2-Node4,cd /nkia
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/bin
EMS2-Node4,vi catalina.sh
EMS2-Node4,cd ../..
EMS2-Node4,cd tomcat7_1/bin
EMS2-Node4,vi catalina.sh
EMS2-Node4,cd ../conf
EMS2-Node4,vi server.xml 
EMS2-Node4,cd ../bin
EMS2-Node4,./startup.sh
EMS2-Node4,cd ../..
EMS2-Node4,cd tomcat7_2/bin
EMS2-Node4,vi catalina.sh
EMS2-Node4,cd ../conf
EMS2-Node4,vi server.xml 
EMS2-Node4,cd ../bin
EMS2-Node4,./startup.sh
EMS2-Node4,cd ../..
EMS2-Node4,cd tomcat7_3/bin
EMS2-Node4,vi catalina.sh
EMS2-Node4,cd ../conf
EMS2-Node4,vi server.xml 
EMS2-Node4,cd ../bin
EMS2-Node4,./startup.sh
EMS2-Node4,ps -ef|grep ora
EMS2-Node4,ls
EMS2-Node4,ps -ef|grep oracle
EMS2-Node4,su - oracle
EMS2-Node4,cd /nkia
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,cd tomcat7
EMS2-Node4,ls
EMS2-Node4,cd conf/
EMS2-Node4,ls
EMS2-Node4,vi server.xml 
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,cp tomcat7/conf/server.xml tomcat7_1/conf/server.xml 
EMS2-Node4,cp tomcat7/conf/server.xml tomcat7_2/conf/server.xml 
EMS2-Node4,cp tomcat7/conf/server.xml tomcat7_3/conf/server.xml 
EMS2-Node4,cd tomcat7
EMS2-Node4,cd webapps/
EMS2-Node4,ls
EMS2-Node4,cd jpetstore/
EMS2-Node4,ls
EMS2-Node4,"find . -name ""*.xml"" -print"
EMS2-Node4,vi ./WEB-INF/applicationContext.xml
EMS2-Node4,pwd
EMS2-Node4,ll
EMS2-Node4,cd ../..
EMS2-Node4,cd ..
EMS2-Node4,cp /nkia/apps/tomcat7/webapps/jpetstore/WEB-INF/applicationContext.xml /nkia/apps/tomcat7_1/webapps/jpetstore/WEB-INF/applicationContext.xml
EMS2-Node4,cp /nkia/apps/tomcat7/webapps/jpetstore/WEB-INF/applicationContext.xml /nkia/apps/tomcat7_2/webapps/jpetstore/WEB-INF/applicationContext.xml
EMS2-Node4,cp /nkia/apps/tomcat7/webapps/jpetstore/WEB-INF/applicationContext.xml /nkia/apps/tomcat7_3/webapps/jpetstore/WEB-INF/applicationContext.xml
EMS2-Node4,ll
EMS2-Node4,cd tomcat7/bin
EMS2-Node4,./shutdown.sh 
EMS2-Node4,ls
EMS2-Node4,cd /nkia/apps/agent/WPMAgent
EMS2-Node4,ls
EMS2-Node4,cd WPMAgentInfo.conf 
EMS2-Node4,vi WPMAgentInfo.conf 
EMS2-Node4,ls
EMS2-Node4,cd -
EMS2-Node4,ls
EMS2-Node4,cd ../../tomcat7_1/bin/
EMS2-Node4,./shutdown.sh 
EMS2-Node4,ps -ef|grep java
EMS2-Node4,kill -9 106465 106568 106670
EMS2-Node4,cd /nkia/
EMS2-Node4,ls
EMS2-Node4,cd apps/
EMS2-Node4,ls
EMS2-Node4,cd agent/
EMS2-Node4,ls
EMS2-Node4,cd WPMAgent/
EMS2-Node4,ls
EMS2-Node4,cp -R tomcat7 tomcat7_1
EMS2-Node4,cp -R tomcat7 tomcat7_2
EMS2-Node4,cp -R tomcat7 tomcat7_3
EMS2-Node4,ll
EMS2-Node4,cd tomcat7_1
EMS2-Node4,ls
EMS2-Node4,ls -al
EMS2-Node4,vi wpmagent.conf 
EMS2-Node4,ls
EMS2-Node4,cd ../tomcat7_2
EMS2-Node4,ls
EMS2-Node4,vi wpmagent.conf 
EMS2-Node4,ls
EMS2-Node4,cd ../tomcat7_3
EMS2-Node4,cd conf
EMS2-Node4,ls
EMS2-Node4,vi wpmagent.conf 
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd tomcat7_1
EMS2-Node4,ls
EMS2-Node4,cd bin
EMS2-Node4,ls
EMS2-Node4,vi catalina.sh 
EMS2-Node4,ls
EMS2-Node4,cd ../../tomcat7_2/bin
EMS2-Node4,ls
EMS2-Node4,vi catalina.sh 
EMS2-Node4,ls
EMS2-Node4,cd ../../tomcat7_3
EMS2-Node4,cd bin
EMS2-Node4,vi catalina.sh 
EMS2-Node4,pwd
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd ..
EMS2-Node4,ls
EMS2-Node4,cd tomcat7/bin
EMS2-Node4,./startup.sh 
EMS2-Node4,ps -ef|grep java
EMS2-Node4,cd ../../tomcat7_1/bin
EMS2-Node4,./startup.sh 
EMS2-Node4,cd ../../tomcat7_2/bin
EMS2-Node4,./startup.sh 
EMS2-Node4,cd ../../tomcat7_3/bin
EMS2-Node4,./startup.sh 
EMS2-Node4,ps -ef|grep java
EMS2-Node4,pwd
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,vi catalina.sh 
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,cd ../logs/
EMS2-Node4,ls
EMS2-Node4,rm -rf *
EMS2-Node4,cd -
EMS2-Node4,./startup.sh 
EMS2-Node4,ps -ef|grep java
EMS2-Node4,cat /nkia/apps/agent/WPMAgent/tomcat7_3/wpmagent.conf
EMS2-Node4,ps -ef|grep java
EMS2-Node4,cd ../logs/
EMS2-Node4,ls
EMS2-Node4,ll
EMS2-Node4,vi catalina.out 
EMS2-Node4,ls
EMS2-Node4,vi 
EMS2-Node4,vi ../../tomcat7/conf/server.xml 
EMS2-Node4,vi ../../tomcat7_1/conf/server.xml 
EMS2-Node4,vi ../../tomcat7_2/conf/server.xml 
EMS2-Node4,vi ../../tomcat7_3/conf/server.xml 
EMS2-Node4,vi ../../tomcat7_2/conf/server.xml 
EMS2-Node4,l
EMS2-Node4,cd -
EMS2-Node4,./startup.sh 
EMS2-Node4,ps -ef|grep java
EMS2-Node4,tail -f ../logs/catalina.out 
EMS2-Node4,ps -ef|grep java
EMS2-Node4,cd ../../tomcat7_2/bin
EMS2-Node4,./startup.sh 
EMS2-Node4,cd ../../tomcat7_1/bin
EMS2-Node4,./startup.sh 
EMS2-Node4,ps -ef|grep java
EMS2-Node4,cat /nkia/apps/agent/WPMAgent/tomcat7/wpmagent.conf 
EMS2-Node4,ps -ef|grep java
EMS2-Node4,netstat -an|grep 1521
EMS2-Node4,ls
EMS2-Node4,pwd
EMS2-Node4,cd ../conf/
EMS2-Node4,ls
EMS2-Node4,cd ../..
EMS2-Node4,ls
EMS2-Node4,vi tomcat7/conf/server.xml 
EMS2-Node4,vi tomcat7_1/conf/server.xml 
EMS2-Node4,vi tomcat7_2/conf/server.xml 
EMS2-Node4,vi tomcat7_3/conf/server.xml 
EMS2-Node4,cd tomcat_1/bin
EMS2-Node4,cd tomcat7_1/bin
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh 
EMS2-Node4,cd ../../
EMS2-Node4,cd tomcat7_2/bin
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh 
EMS2-Node4,cd ../..
EMS2-Node4,cd tomcat7_3/bin
EMS2-Node4,./shutdown.sh 
EMS2-Node4,./startup.sh 
EMS2-Node4,ps -ef|grep java
EMS2-Node4,netstat -an|grep LIST
hynix2,ls
hynix2,rm -rf ./tomcat
hynix2,ls
hynix2,rm -rf ./hynix2_station/
hynix2,ls
hynix2,cd back/
hynix2,ls
hynix2,cd ..
hynix2,ls
hynix2,mv ./station/ ./station_tmp
hynix2,ls
hynix2,unzip ./back/station_150420.zip ./
hynix2,unzip -d ./back/station_150420.zip ./
hynix2,unzip ./back/station_150420.zip -d ./
hynix2,ls
hynix2,vi station/conf/station.properties 
hynix2,ls
hynix2,cd ..
hynix2,ls
hynix2,cd normal_chong/tomcat_6.0.44/bin
hynix2,./shutdown.sh 
hynix2,./startup.sh 
hynix2,tail -f ../logs/catalina.out
hynix2,vi ../conf/Catalina/localhost/ROOT.xml 
hynix2,ls
hynix2,./shutdown.sh 
hynix2,ls
hynix2,cd ..
hynix2,ls
hynix2,cd ..
hynix2,ls
hynix2,cd station
hynix2,ls
hynix2,vi conf/station.properties 
hynix2,ls
hynix2,cd ..
hynix2,ls
hynix2,cd tomcat_6.0.44/bin
