server,command
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20160810_1353.log 
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd south
EMS2_0,ls
EMS2_0,cd manager/bin
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20160810_1355.log 
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd north/tomcat7/bin
EMS2_0,./shutdown.sh 
EMS2_0,./startup_wpm.sh 
EMS2_0,tail -f ../logs/catalina.out
EMS2_0,cd /nkia/EMS2.0/north/tomcat
EMS2_0,ls
EMS2_0,cd bin
EMS2_0,ps -ef|grep java
EMS2_0,pwd
EMS2_0,./shutdown.sh
EMS2_0,./startup.sh
EMS2_0,ps -ef |grep java
EMS2_0,cd /nkia/EMS2.0/south/manager/logs/
EMS2_0,vi oracle.log 
EMS2_0,tail -200f oracle.log 
EMS2_0,vi oracle.log 
EMS2_0,cd /nkia
EMS2_0,ll
EMS2_0,cd EMS2.0/
EMS2_0,ll
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,mkdir dump
EMS2_0,ls
EMS2_0,su -
EMS2_0,cd /nkia/dump/
EMS2_0,ls
EMS2_0,
EMS2_0,chmod 777 ./METLIFE.DMP 
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,chown oracle oracle METLIFE.DMP 
EMS2_0,chown oracle METLIFE.DMP 
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,ls /nkia/oracle/
EMS2_0,ls -al /nkia/oracle/
EMS2_0,chown oracle dba METLIFE.DMP 
EMS2_0,chown dba oracle METLIFE.DMP 
EMS2_0,chown oracle -g dba METLIFE.DMP 
EMS2_0,chown --help
EMS2_0,chown oracle dba METLIFE.DMP 
EMS2_0,chown oracle:dba METLIFE.DMP 
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,ls
EMS2_0,chown oracle:dba dump/
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,ls
EMS2_0,cd dump/
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,ls
EMS2_0,cd dump/
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,chmod 644 METLIFE.DMP 
EMS2_0,ls
EMS2_0,vi import.log 
EMS2_0,tail -f ./import.log 
EMS2_0,su - oracle
EMS2_0,su oracle
EMS2_0,vi /nkia/EMS2.0/north/station/web/ROOT/station/js/form.js 
EMS2_0,cd /nkia/EMS2.0/north/station/web/ROOT/station/js
EMS2_0,vi ./form.js 
EMS2_0,ssh 192.168
EMS2_0,ssh 192.168.233.6
EMS2_0,ps -ef | grep java
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd nor
EMS2_0,ls
EMS2_0,cd normal/
EMS2_0,ls
EMS2_0,ccd ..
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,ps -ef|grep java
EMS2_0,uname
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd nor
EMS2_0,ls
EMS2_0,cd nor
EMS2_0,cd north
EMS2_0,ls
EMS2_0,cd station/
EMS2_0,ls
EMS2_0,cd logs
EMS2_0,ls
EMS2_0,vi station.log
EMS2_0,ls
EMS2_0,tail -f station.log
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd conf
EMS2_0,ls
EMS2_0,vi log4j.xml
EMS2_0,cd ../logs/
EMS2_0,ls
EMS2_0,tail -f station.log
EMS2_0,vi db.log
EMS2_0,tail -f db.log
EMS2_0,ps -ef|grep java
EMS2_0,cd /nkia/EMS2.0/north/station/logs
EMS2_0,ls
EMS2_0,tail -f db.log
EMS2_0,cd ../nkia/
EMS2_0,ls -l
EMS2_0,cd EMS2.0/
EMS2_0,ls -l
EMS2_0,cd south
EMS2_0,cd manager/bin/
EMS2_0,./manager.sh -shutdown
EMS2_0,cd ../../../south2/manager/bin/
EMS2_0,./manager.sh -shutdown
EMS2_0,cd ../../../north/manager/bin/
EMS2_0,./manager.sh -shutdown
EMS2_0,./manager.sh -startup
EMS2_0,cd ../../../south2/manager/bin/
EMS2_0,pwd
EMS2_0,./manager.sh -startup
EMS2_0,cd ../../../south/manager/bin/
EMS2_0,./manager.sh -startup
EMS2_0,./manager.sh -shutdown
EMS2_0,cd ../../../south2/manager/bin/
EMS2_0,./manager.sh -shutdown
EMS2_0,cd ../../../north/manager/bin/
EMS2_0,./manager.sh -shutdown
EMS2_0,./manager.sh -startup
EMS2_0,pwd
EMS2_0,cd ../../../south2/manager/bin/
EMS2_0,./manager.sh -startup
EMS2_0,pwd
EMS2_0,cd ../../../south/manager/bin/
EMS2_0,./manager.sh -startup
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd nkia
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd /
EMS2_0,ls
EMS2_0,cd nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd nor
EMS2_0,cd north
EMS2_0,ls
EMS2_0,cd station/
EMS2_0,cd web/ROOT/
EMS2_0,ls
EMS2_0,cd station/
EMS2_0,ls
EMS2_0,cd view/
EMS2_0,ls
EMS2_0,cd wpm/
EMS2_0,ls
EMS2_0,cd analysis/
EMS2_0,vi application_calltree.nvf 
EMS2_0,exit
EMS2_0,ps -ef | grep tomcat
EMS2_0,kill -9 23526
EMS2_0,ps -ef | grep tomcat
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd north/
EMS2_0,ls
EMS2_0,cd manager/lib
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,cd /nkia
EMS2_0,ll
EMS2_0,cd EMS2.0/
EMS2_0,ll
EMS2_0,cd north
EMS2_0,ll
EMS2_0,cd station
EMS2_0,cd conf
EMS2_0,vi station.properties 
EMS2_0,cd /nkia/app/agent/NNPAgent/MAgent/
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,cd log
EMS2_0,ls
EMS2_0,cd MAgent/g
EMS2_0,cd MAfg
EMS2_0,cd MAgent/
EMS2_0,cd bin
EMS2_0,ls
EMS2_0,./magentctl  -r on
EMS2_0,./magentctl -r off
EMS2_0,exit
EMS2_0,cd /nkia/app/agent/NNPAgent/MAgent/
EMS2_0,ls
EMS2_0,cd ../
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,mkdir test
EMS2_0,cd test
EMS2_0,ls
EMS2_0,vi a.log
EMS2_0,ls -al
EMS2_0,pwd
EMS2_0,ls
EMS2_0,vi a.log
EMS2_0,df -h
EMS2_0,su - oracle
EMS2_0,l
EMS2_0,ll
EMS2_0,cd /nkia/oracle/
EMS2_0,ls
EMS2_0,cd diag/
EMS2_0,ls
EMS2_0,cd rdbms/
EMS2_0,sl
EMS2_0,ls
EMS2_0,cd orcl/
EMS2_0,ls
EMS2_0,cd ORCL/
EMS2_0,ls
EMS2_0,cd trace/
EMS2_0,ls
EMS2_0,ll
EMS2_0,df -h
EMS2_0,crontab -e
EMS2_0,"find . -name ""*.trc"" -ctime +1 -exec rm -f {} \;"
EMS2_0,"find . -name ""*.trm"" -ctime +1 -exec rm -f {} \;"
EMS2_0,ll
EMS2_0,crontab -e
EMS2_0,vi /var/log/cron
EMS2_0,crontab -e
EMS2_0,vi /var/log/cron
EMS2_0,crontab -e
EMS2_0,ll
EMS2_0,crontab -e
EMS2_0,cd /nkia/
EMS2_0,"find . -name ""*.trc"" -ctime +3"
EMS2_0,crontab -e
EMS2_0,vi /var/log/cron
EMS2_0,ll
EMS2_0,time
EMS2_0,date
EMS2_0,vi /var/log/cron
EMS2_0,ls
EMS2_0,ls -al /var/log
EMS2_0,vi /var/log/lastlog 
EMS2_0,ll
EMS2_0,vi /var/log/btmp
EMS2_0,ll
EMS2_0,vi /var/log/messages
EMS2_0,vi /var/log/maillog
EMS2_0,crontab -e
EMS2_0,"find /nkia -name ""*.trc"" -ctime +0"
EMS2_0,crontab -e
EMS2_0,"find /nkia -name ""*.trc"" -ctime +1"
EMS2_0,vi /var/log/cron
EMS2_0,"find /nkia -name ""*.trc"" -ctime +0"
EMS2_0,"find /nkia -name ""*.trc"" -ctime +1"
EMS2_0,crontab -e
EMS2_0,su - oracle
EMS2_0,cd /
EMS2_0,time
EMS2_0,systemtime
EMS2_0,currenttime
EMS2_0,time
EMS2_0,clear
EMS2_0,date
EMS2_0,crontab -e
EMS2_0,"find /nkia -name ""*.trm"" -ctime +1"
EMS2_0,clear 
EMS2_0,crontab -e
EMS2_0,cd /nkia/
EMS2_0,l
EMS2_0,vi /etc/rc.nomni1 
EMS2_0,vi /etc/rc.nomni2 
EMS2_0,vi /etc/rc.local 
EMS2_0,ps -ef | grep AGENT
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd app/
EMS2_0,ls
EMS2_0,cd agent/
EMS2_0,ls
EMS2_0,cd NNPAgent
EMS2_0,ls
EMS2_0,./agentstart.sh 
EMS2_0,ps -ef | grep AGENT
EMS2_0,cd /nkia/app/agent
EMS2_0,./agentstart.sh
EMS2_0,cd NNPAgent
EMS2_0,ls
EMS2_0,./agentstart.sh
EMS2_0,ps -ef | grep AGENT
EMS2_0,ps -ef | grep java
EMS2_0,pwd
EMS2_0,cd /nkia
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,ls -al
EMS2_0,cd north/manager/logs
EMS2_0,ls
EMS2_0,cd ../..
EMS2_0,ls
EMS2_0,cd ../normal
EMS2_0,ls
EMS2_0,cd manager/logs
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,cd .
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd north/tomcat
EMS2_0,ls
EMS2_0,cd logs
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd tomcat7
EMS2_0,ls
EMS2_0,cd bin
EMS2_0,ls
EMS2_0,cd ../logs
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd tomcat7
EMS2_0,vi conf/Catalina/localhost/ROOT.xml 
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd south
EMS2_0,ls
EMS2_0,cd manager/bin
EMS2_0,ls
EMS2_0,traceroute -h
EMS2_0,traceroute -h 1
EMS2_0,man traceroute
EMS2_0,traceroute -w 3 192.168.200.70
EMS2_0,traceroute  192.168.200.70
EMS2_0,traceroute -w 1 192.168.200.70
EMS2_0,traceroute -w 1 -q 5192.168.200.70
EMS2_0,traceroute -w 1 -q 5 192.168.200.70
EMS2_0,traceroute -w 1 -m 5192.168.200.70
EMS2_0,traceroute -w 1 -m 5 192.168.200.70
EMS2_0,traceroute -w 3 -m 5 192.168.200.70
EMS2_0,ps -ef | grep AGENT
EMS2_0,vi /etc/rc.nomi1
EMS2_0,vi /nkia/app/VAgent/NNPAgent/agentstart.sh
EMS2_0,cd /nkia/app/
EMS2_0,ls
EMS2_0,ps -ef | grep java
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd north/
EMS2_0,ls
EMS2_0,cd manager/bin
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20161019_1446.log 
EMS2_0,cd ../../../south/manager/bin
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20161019_1450.log 
EMS2_0,cd ../../../south2/manager/bin
EMS2_0,ant deletleog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20161019_1451.log 
EMS2_0,cd ../../../north/tomcat7/bin
EMS2_0,./shutdown.sh 
EMS2_0,./startup_wpm.sh 
EMS2_0,tail -f ../logs/catalina.out
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd app/
EMS2_0,ls
EMS2_0,cd agent/NNPAgent/WASAgent/
EMS2_0,ls
EMS2_0,cd logs/
EMS2_0,sl
EMS2_0,ls
EMS2_0,tail -f ./wasagent.log
EMS2_0,pwd
EMS2_0,cd /nkia/EMS2.0/
EMS2_0,ls
EMS2_0,cd north/
EMS2_0,vi ./tomcat7/bin/catalina.sh 
EMS2_0,cd /nkia/app/
EMS2_0,ls
EMS2_0,vi ./agent/
EMS2_0,ls
EMS2_0,vi agent/NNPAgent/MAgent/conf/MasterAgent.conf
EMS2_0,ls
EMS2_0,mkdir VAgent
EMS2_0,cd VAgent/
EMS2_0,ls
EMS2_0,tar -zxvf ./NNPAgent_SMS_Linux64_3.4_V1.5.675.tar.gz 
EMS2_0,ls
EMS2_0,./vagentinstall.sh 
EMS2_0,vu /etc/rc.nomni1 
EMS2_0,vi /etc/rc.nomni1 
EMS2_0,ls
EMS2_0,vi /etc/rc.ems1
EMS2_0,vi /etc/rc.ems2
EMS2_0,vi /etc/rc.nomni2 
EMS2_0,vi /etc/rc.local 
EMS2_0,ls
EMS2_0,cd NNPAgent
EMS2_0,ls
EMS2_0,vi ./agentstart.sh 
EMS2_0,ls
EMS2_0,vi ./MAgent/conf/MasterAgent.conf
EMS2_0,ls
EMS2_0,ps -ef | grep AGENT
EMS2_0,ls
EMS2_0,./agentstop.sh 
EMS2_0,ps -ef | grep AGENT
EMS2_0,ls
EMS2_0,pwd
EMS2_0,./agentstart.sh 
EMS2_0,ps -ef | grep AGETN
EMS2_0,ps -ef | grep AGENT
EMS2_0,vi ./MAgent/conf/MasterAgent.conf
EMS2_0,ps -ef | grep AGENT
EMS2_0,ls
EMS2_0, rpm -Uvh http://repo.whatap.io/centos/5/noarch/whatap-repo-1.0-1.noarch.rpm
EMS2_0,yum -y install whatap-agent
EMS2_0,env PATH=$PATH whatap 6KXFPL4B9WCDPSDXMV1W
EMS2_0,ls
EMS2_0,pwd
EMS2_0,echo $JaVA_HOME
EMS2_0,java
EMS2_0,java -version
EMS2_0,witch java
EMS2_0,which java
EMS2_0,cd /usr/java/jdk1.7.0_79/
EMS2_0,ls
EMS2_0,cd bin
EMS2_0,ls
EMS2_0,./java -version
EMS2_0,pwd
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,pwd
EMS2_0,/usr/java/jdk1.7.0_79
EMS2_0,export JAVA_HOME=/usr/java/jdk1.7.0_79
EMS2_0,export ORACLE_SID=orcl
EMS2_0,sudo -E whatap --install-plugin oracle
EMS2_0,cd /nkia/EMS2.0
EMS2_0,cd so2
EMS2_0,cd south2/
EMS2_0,clear
EMS2_0,cd manager/deploy
EMS2_0,cd service
EMS2_0,cd com.nkia.service.management.network_1.0
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,mv ./management_network.jar ./management_network.jar_161024
EMS2_0,cd ../../../bin
EMS2_0,./manager.sh -shutdown
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20161024_1647.log 
EMS2_0,cd /nkia/EMS2.0
EMS2_0,cd south
EMS2_0,clear
EMS2_0,cd manager/deploy
EMS2_0,cd service
EMS2_0,cd com.nkia.service.management.network_1.0
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,mv ./management_network.jar ./management_network.jar_161024
EMS2_0,cd ../../../bin
EMS2_0,./manager.sh -shutdown
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20161024_1647.log 
EMS2_0,cd .bj
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd north/manager/deploy/service/com.nkia.service.management.network_1.0/
EMS2_0,ls -la
EMS2_0,cd /nkia/EMS2.0
EMS2_0,cd nor
EMS2_0,cd north/
EMS2_0,clear
EMS2_0,cd manager/deploy
EMS2_0,cd service
EMS2_0,cd com.nkia.service.management.network_1.0
EMS2_0,ls
EMS2_0,ls -la
EMS2_0,mv ./management_network.jar ./management_network.jar_161024
EMS2_0,cd ../../../bin
EMS2_0,./manager.sh -shutdown
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20161024_1647.log 
EMS2_0,ps -ef
EMS2_0,pstree -a
EMS2_0,ls -al 
EMS2_0,who 
EMS2_0,who ami 
EMS2_0,who am i
EMS2_0,cd /var/log
EMS2_0,ls -altr
EMS2_0,tail -f messages
EMS2_0,ifconfig 
EMS2_0,ip addr
EMS2_0,cd /var/log
EMS2_0,ls -altr
EMS2_0,cat messages
EMS2_0,ls -al 
EMS2_0,ls -altr
EMS2_0,cat secure
EMS2_0,ls -al 
EMS2_0,ls -altr
EMS2_0,cat cron 
EMS2_0,ls -altr
EMS2_0,ls -altr *.log | grep -i err
EMS2_0,ls -altr *.log 
EMS2_0,cat  *.log | grep -i err 
EMS2_0, 
EMS2_0,ls -altr *.log 
EMS2_0,cat spice-vdagent.log 
EMS2_0,ls -al 
EMS2_0,cat cron
EMS2_0,ls -al 
EMS2_0,cd /etc
EMS2_0,vi profile 
EMS2_0,source profile
EMS2_0,lvs
EMS2_0,pvs
EMS2_0,cat profile 
EMS2_0,exit
EMS2_0,ps -ef  | grep 64574
EMS2_0,pstree -a
EMS2_0,pstree -A
EMS2_0,ps -ef | grep DCA
EMS2_0,cd /tmp
EMS2_0,ls
EMS2_0,lsof -p 3436 
EMS2_0,tail -f /nkia/app/DCA/PolestarDCA_Agent/MAgent/log/20161027_MAGENT.log
EMS2_0,lsof -p 3596
EMS2_0,tail -f /nkia/app/DCA/PolestarDCA_Agent/DCAAgent/log/20161027_DCAAGENT.log
EMS2_0,pwd
EMS2_0,ls -al
EMS2_0,pwd
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd south
EMS2_0,ls- al
EMS2_0,ls -al
EMS2_0,cd manager/
EMS2_0,ls -al
EMS2_0,cd logs/
EMS2_0,ls
EMS2_0,l sl
EMS2_0,ls-
EMS2_0,ll
EMS2_0,vi icmp.log 
EMS2_0,ls
EMS2_0,ls -l icmp*
EMS2_0,vi icmp_ping.log
EMS2_0,ls -al
EMS2_0,vi fault.log 
EMS2_0,l s-al
EMS2_0,ls -al
EMS2_0,vi network.log 
EMS2_0,crontab -e
EMS2_0,ps -ef | grep java
EMS2_0,telnet gw.homeplusnet.co.kr 80
EMS2_0,cd /nkia
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd north
EMS2_0,ls
EMS2_0,ps -ef|grep java
EMS2_0,cd manager/bin
EMS2_0,./startup.sh 
EMS2_0,cd ../..
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd south/manager/bin
EMS2_0,./startup.sh 
EMS2_0,cd ../../..
EMS2_0,cd south2/manager/bin
EMS2_0,./startup.sh 
EMS2_0,tail -100f ../logs/console_20161
EMS2_0,tail -100f ../logs/console_20161125_1335.log 
EMS2_0,ps -ef|grep java
EMS2_0,su oracle
EMS2_0,ps -ef|grep oracle
EMS2_0,sqlplus
EMS2_0,cd /nkia/oracle/
EMS2_0,ls
EMS2_0,cd product/
EMS2_0,ls
EMS2_0,cd 11.2.0/
EMS2_0,ls
EMS2_0,cd dbhome_1/
EMS2_0,ls
EMS2_0,cd bin
EMS2_0,ls
EMS2_0,cd ../../..
EMS2_0,cd /
EMS2_0,ls
EMS2_0,pwd
EMS2_0,cd nkia/oracle/product/11.2.0/dbhome_1/
EMS2_0,ls
EMS2_0,cd bin
EMS2_0,sqlplus
EMS2_0,ls
EMS2_0,./sqlplus
EMS2_0,./sqlplus '/as sysdba'
EMS2_0,pwd
EMS2_0,set ORACLE_HOME=/nkia/oracle/product/11.2.0/dbhome_1
EMS2_0,./sqlplus '/as sysdba'
EMS2_0,export ORACLE_HOME
EMS2_0,./sqlplus '/as sysdba'
EMS2_0,echo $ORACLE_HOME
EMS2_0,echo $ORACLE_HOME$
EMS2_0,echo $ORACLE_HOME
EMS2_0,export ORACLE_HOME=/nkia/oracle/product/11.2.0/dbhome_1
EMS2_0,echo $ORACLE_HOME
EMS2_0,./sqlplus '/as sysdba'
EMS2_0,pwd
EMS2_0,su - oracle
EMS2_0,cd /nkia/EMS2.0/north/manager/bin
EMS2_0,./startup.sh 
EMS2_0,cd ../..
EMS2_0,cd ../south/manager/bin
EMS2_0,./startup.sh 
EMS2_0,tail -100f ../logs/console_20161125_13
EMS2_0,tail -100f ../logs/console_20161125_1347.log 
EMS2_0,cd ../../..
EMS2_0,cd south2/manager/bin
EMS2_0,./startup.sh 
EMS2_0,cd ../../..
EMS2_0,cd north/manager/logs
EMS2_0,tail -100f console_20161125_1347.log 
EMS2_0,cd ../..
EMS2_0,ls
EMS2_0,cd tomcat
EMS2_0,ls
EMS2_0,cd bin
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,cd conf/Catalina/localhost/
EMS2_0,ls
EMS2_0,vi ROOT.xml 
EMS2_0,cd ../../../..
EMS2_0,cd tomcat/bin
EMS2_0,ls
EMS2_0,./startup.sh
EMS2_0,halt
EMS2_0,ps -ef | grep AGENT
EMS2_0,clear
EMS2_0,ps -ef | grep AGENT
EMS2_0,cd /nkia/app
EMS2_0,cd VAgent
EMS2_0,ls
EMS2_0,cd NNPAgent
EMS2_0,ls
EMS2_0,./agentstart.sh
EMS2_0,ps -ef | grep AGENT
EMS2_0,clear
EMS2_0,ps -ef | grep AGENT
EMS2_0,cd ..
EMS2_0,cd agent
EMS2_0,cd NNPAgent
EMS2_0,clear
EMS2_0,pwd
EMS2_0,./agentstart.sh
EMS2_0,ps -ef | grep AGENT
EMS2_0,ls -la
EMS2_0,cd /nkia
EMS2_0,ls -la
EMS2_0,netstat -anp | grep 8080
EMS2_0,netstat -an | grep LISTEN
EMS2_0,cd /nkia/EMS2.0/south2/manager/bin
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20161205_1433.log 
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd north/
EMS2_0,ls
EMS2_0,cd manager/
EMS2_0,ls
EMS2_0,cd bin
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20161205_1430.log 
EMS2_0,cd ../../
EMS2_0,ls
EMS2_0,cd tomcat7/bin
EMS2_0,./shutdown.sh 
EMS2_0,./startup_wpm.sh 
EMS2_0,tail -f ../logs/catalina.out
EMS2_0,cd /n
EMS2_0,ls
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,cd ../METLIFE/
EMS2_0,ls
EMS2_0,cd ..
EMS2_0,ls
EMS2_0,df -h
EMS2_0,cd ./EMS2.0/south/manager/bin
EMS2_0,ant deletelog
EMS2_0,./startup.sh 
EMS2_0,tail -f ../logs/console_20161205_1432.log 
EMS2_0,df -h
EMS2_0,cd /nkia/
EMS2_0,ls
EMS2_0,cd EMS2.0/
EMS2_0,ls
EMS2_0,cd /nkia/oracle/oradata/orcl/
EMS2_0,ls -la
EMS2_0,ls
EMS2_0,ifconfig -a
EMS2_0,ethtool eth0
EMS2_0,man ethtool
EMS2_0,ifcofnig -a
EMS2_0,ifconfig -a
EMS2_0,ethtool eth0 speed 100
EMS2_0,ethtool
EMS2_0,ethtool eth0
EMS2_0,ethtool -s eth0 speed 100
EMS2_0,id
EMS2_0,ethtool -s eth0 speed 100 duplex full
EMS2_0,exit
EMS2-Node1,chkconfig --list
EMS2-Node1,/sbin/service iptables status
EMS2-Node1,service network restart
EMS2-Node1,chkconfig network
EMS2-Node1,ls
EMS2-Node1,gzip ./NNPAgent_SMS_Linux64_3.4_V1.5.675.tar.gz 
EMS2-Node1,gzip -d ./NNPAgent_SMS_Linux64_3.4_V1.5.675.tar.gz 
EMS2-Node1,ls
EMS2-Node1,tar -xvf ./NNPAgent_SMS_Linux64_3.4_V1.5.675.tar 
EMS2-Node1,ls
EMS2-Node1,rm -rf ./NNPAgent_SMS_Linux64_3.4_V1.5.675.tar 
EMS2-Node1,ls
EMS2-Node1,./vagentinstall.sh 
EMS2-Node1,vi ./NNPAgent/MAgent/conf/MasterAgent.conf
EMS2-Node1,vi /etc/sysconfig/network-scripts/ifcfg-eth0 
EMS2-Node1,ls
EMS2-Node1,halt
EMS2-Node1,vi /nkia/agent/NNPAgent/MAgent/conf/mas
EMS2-Node1,vi /nkia/agent/NNPAgent/MAgent/conf/MasterAgent.conf
EMS2-Node1,vi /etc/sysconfig/network-scripts/ifcfg-eth0 
EMS2-Node1,ifconfig
EMS2-Node1,ifup eth0
EMS2-Node1,reboot
EMS2-Node1,ifconfig
EMS2-Node1,cd /nkia/
EMS2-Node1,ls
EMS2-Node1,mkdir apps
EMS2-Node1,cd apps
EMS2-Node1,ls
EMS2-Node1,ls -la
EMS2-Node1,chmod 755 ./jdk-6u45-linux-x64.bin 
EMS2-Node1,./jdk-6u45-linux-x64.bin 
EMS2-Node1,ls
EMS2-Node1,cd jdk1.6.0_45/
EMS2-Node1,ls
EMS2-Node1,cd ..
EMS2-Node1,ls
EMS2-Node1,rm -rf ./jdk-6u45-linux-x64.bin 
EMS2-Node1,ls
EMS2-Node1,cd ..
EMS2-Node1,ls
EMS2-Node1,vi /etc/profile
EMS2-Node1,java -version
EMS2-Node1,./etc/profile
EMS2-Node1,source /etc/profile
EMS2-Node1,java -version
EMS2-Node1,./etc/profile
EMS2-Node1,vi /etc/profile
EMS2-Node1,source /etc/profile
EMS2-Node1,cd /nkia/apps/jdk1.6.0_45/bin
EMS2-Node1,ls
EMS2-Node1,cd /nkia/
EMS2-Node1,ls
EMS2-Node1,java -verison
EMS2-Node1,java -version
EMS2-Node1,javac
EMS2-Node1,javac -version
EMS2-Node1,ls
EMS2-Node1,cd ..
EMS2-Node1,ls
EMS2-Node1,vi /nkia/agent/NNPAgent/MAgent/conf/MasterAgent.conf
EMS2-Node1,halt
EMS2-Node1,cd /nkia/
EMS2-Node1,vi /etc/udev/rules.d/70-persistent-net.rules 
EMS2-Node1,vi /etc/sysconfig/network-scripts/ifcfg-eth0 
EMS2-Node1,chkconfig network
EMS2-Node1,halt
EMS2-Node1,vi /etc/profile
EMS2-Node1,ls
EMS2-Node1,cd /nkia/
EMS2-Node1,ls
EMS2-Node1,cd apps/
EMS2-Node1,ls
EMS2-Node1,cd ..
EMS2-Node1,ls
EMS2-Node1,vi /etc/rc.local 
EMS2-Node1,ls
EMS2-Node1,cd agent/
EMS2-Node1,ls
EMS2-Node1,cd NNPAgent/
EMS2-Node1,ls
EMS2-Node1,vi ./MAgent/conf/MasterAgent.conf
EMS2-Node1,ls
EMS2-Node1,cd ..
EMS2-Node1,ls
EMS2-Node1,cd ..
EMS2-Node1,ls
EMS2-Node1,mv ./agent ./VAgent
EMS2-Node1,ls
EMS2-Node1,cd apps/g
EMS2-Node1,cd apps/VA
EMS2-Node1,ls
EMS2-Node1,mv ./VAgent/ ./apps/
EMS2-Node1,ls
EMS2-Node1,cd apps/
EMS2-Node1,ls
EMS2-Node1,cd VAgent/
EMS2-Node1,ls
EMS2-Node1,./vagentinstall.sh 
EMS2-Node1,ls
EMS2-Node1,vi ./vagentinstall.sh 
EMS2-Node1,ls
EMS2-Node1,vi ./NNPAgent/MAgent/conf/MasterAgent.conf
EMS2-Node1,ls
EMS2-Node1,vi ./NNPAgent/MAgent/conf/MasterAgent.conf
